LFQ intensity 1	LFQ intensity 2	LFQ intensity 3	LFQ intensity 4	LFQ intensity 5	LFQ intensity 6	LFQ intensity 7	LFQ intensity 8	LFQ intensity 9	LFQ intensity 10	LFQ intensity 11	LFQ intensity 12	LFQ intensity 13	LFQ intensity 14	LFQ intensity 15	LFQ intensity 16	LFQ intensity 17	LFQ intensity 18	LFQ intensity 19	LFQ intensity 20	LFQ intensity 21	LFQ intensity 22	LFQ intensity 23	LFQ intensity 24	Only identified by site	Reverse	Potential contaminant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	Fasta headers
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				5	5	5	29.6	29.6	29.6	19.147	0	93.335	0	0	Q8TAP9	Q8TAP9	M-phase-specific PLK1-interacting protein	MPLKIP	sp|Q8TAP9|MPLKI_HUMAN M-phase-specific PLK1-interacting protein OS=Homo sapiens GN=MPLKIP PE=1 SV=1
5.2927E+08	4.3132E+08	4.8701E+08	4.5093E+08	5.0724E+08	3.0702E+08	3.0998E+08	2.7131E+08	2.7986E+08	3.097E+08	3.401E+08	2.9604E+08	2.7175E+08	2.7955E+08	2.9554E+08	2.7311E+08	2.9273E+08	2.7316E+08	2.6032E+08	3.2282E+08	2.3797E+08	2.5469E+08	2.523E+08	2.3193E+08				45	45	36	38.3	38.3	32.8	132.88	0	323.31	13538000000	281	Q8TAQ2	Q8TAQ2	SWI/SNF complex subunit SMARCC2	SMARCC2	sp|Q8TAQ2|SMRC2_HUMAN SWI/SNF complex subunit SMARCC2 OS=Homo sapiens GN=SMARCC2 PE=1 SV=1
3.5505E+08	3.4869E+08	3.5741E+08	3.7211E+08	3.5329E+08	4.2641E+08	4.3E+08	4.0386E+08	5.3142E+08	4.3178E+08	4.4305E+08	4.2461E+08	4.4102E+08	4.2088E+08	4.1629E+08	4.4002E+08	4.6606E+08	4.3612E+08	4.0981E+08	4.1207E+08	4.8068E+08	4.5079E+08	4.7761E+08	4.3853E+08				34	34	34	55.9	55.9	55.9	68.119	0	206.61	18404000000	262	Q8TAT6	Q8TAT6	Nuclear protein localization protein 4 homolog	NPLOC4	sp|Q8TAT6|NPL4_HUMAN Nuclear protein localization protein 4 homolog OS=Homo sapiens GN=NPLOC4 PE=1 SV=3
8407600	9759500	8306000	8656000	1.0953E+07	1.1873E+07	2.0616E+07	1.745E+07	1.9966E+07	2.24E+07	1.8661E+07	1.5582E+07	1.4068E+07	1.398E+07	1.3312E+07	1.9487E+07	1.8248E+07	2.3177E+07	1.8829E+07	1.7127E+07	2.1349E+07	2.1246E+07	2.4094E+07	1.7158E+07				4	4	4	16	16	16	36.67	0	8.0518	651430000	29	Q8TB03	Q8TB03	Uncharacterized protein CXorf38	CXorf38	sp|Q8TB03|CX038_HUMAN Uncharacterized protein CXorf38 OS=Homo sapiens GN=CXorf38 PE=1 SV=1
1.3746E+07	1.3953E+07	1.0907E+07	1.516E+07	1.3643E+07	3264000	3291800	0	0	0	5251600	7706100	5404500	0	6249900	0	0	0	0	0	0	0	0	0				6	6	6	18.2	18.2	18.2	41.345	0	25.169	175370000	9	Q8TB36	Q8TB36	Ganglioside-induced differentiation-associated protein 1	GDAP1	sp|Q8TB36|GDAP1_HUMAN Ganglioside-induced differentiation-associated protein 1 OS=Homo sapiens GN=GDAP1 PE=1 SV=3
2.3162E+07	2.717E+07	3.3011E+07	3.163E+07	3.3513E+07	1.953E+07	1.9182E+07	1.9207E+07	1.7271E+07	2530200	1.9722E+07	2.5836E+07	2.6268E+07	2.1495E+07	1.937E+07	1.8234E+07	1.7935E+07	1.82E+07	2.104E+07	3.4602E+07	1.6527E+07	1.7861E+07	1.8543E+07	3.0723E+07				5	5	5	22.3	22.3	22.3	34.082	0	26.758	949370000	37	Q8TB37	Q8TB37	Iron-sulfur protein NUBPL	NUBPL	sp|Q8TB37|NUBPL_HUMAN Iron-sulfur protein NUBPL OS=Homo sapiens GN=NUBPL PE=1 SV=3
0	0	0	0	0	8632800	7875900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2	2	2	7.1	7.1	7.1	46.293	0.00031586	3.5915	37837000	1	Q8TB45	Q8TB45	DEP domain-containing mTOR-interacting protein	DEPTOR	sp|Q8TB45|DPTOR_HUMAN DEP domain-containing mTOR-interacting protein OS=Homo sapiens GN=DEPTOR PE=1 SV=2
2.2505E+07	1.4756E+07	1.3062E+07	1.4563E+07	1.4275E+07	1.7337E+07	9372600	1.4843E+07	1.135E+07	1.1689E+07	1.3043E+07	1.2816E+07	1.0941E+07	1.726E+07	1.8935E+07	5843500	7540900	6864200	8942800	8557600	6645800	7749000	8108300	7075100				6	6	6	10.4	10.4	10.4	47.514	0	21.118	509980000	11	Q8TB61	Q8TB61	Adenosine 3-phospho 5-phosphosulfate transporter 1	SLC35B2	sp|Q8TB61|S35B2_HUMAN Adenosine 3-phospho 5-phosphosulfate transporter 1 OS=Homo sapiens GN=SLC35B2 PE=1 SV=1
1.1097E+07	1.9016E+07	1.6333E+07	1.3625E+07	1.3202E+07	1.012E+07	1.1069E+07	1.0085E+07	1.1006E+07	1.225E+07	1.2292E+07	0	1.1523E+07	1.1418E+07	1.3589E+07	1.1833E+07	1.4052E+07	1.0164E+07	1.0823E+07	1.3711E+07	9106800	1.4764E+07	9952700	1.3569E+07				18	15	15	17.7	15	15	114.21	0	252.39	539300000	4	Q8TB72	Q8TB72	Pumilio homolog 2	PUM2	sp|Q8TB72|PUM2_HUMAN Pumilio homolog 2 OS=Homo sapiens GN=PUM2 PE=1 SV=2
9640000	0	3262900	8515500	0	0	0	0	0	1085800	0	0	0	3150600	3064700	0	0	0	5796600	0	0	2790700	0	0				2	2	2	6	6	6	68.107	0.00031461	3.5045	76574000	1	Q8TB96	Q8TB96	T-cell immunomodulatory protein	ITFG1	sp|Q8TB96|TIP_HUMAN T-cell immunomodulatory protein OS=Homo sapiens GN=ITFG1 PE=1 SV=1
1.0465E+08	8.5238E+07	9.3293E+07	8.0055E+07	8.0549E+07	5.733E+07	5.9002E+07	6.7188E+07	2.9044E+07	5.8587E+07	5.4813E+07	9.0009E+07	8.4273E+07	6.5582E+07	7.7181E+07	7.7397E+07	8.5266E+07	7.7872E+07	7.7918E+07	7.6346E+07	6.3254E+07	9.3922E+07	5.9051E+07	8.5033E+07				22	22	22	42.3	42.3	42.3	83.023	0	63.308	3252900000	72	Q8TBA6	Q8TBA6	Golgin subfamily A member 5	GOLGA5	sp|Q8TBA6|GOGA5_HUMAN Golgin subfamily A member 5 OS=Homo sapiens GN=GOLGA5 PE=1 SV=3
3628700	4992300	5653800	5033600	3844100	4817000	3348000	0	7918100	7237300	4996900	3512300	5285200	5057800	0	5440300	0	6737300	0	0	5448800	5198400	4780400	5092800				7	7	7	19	19	19	76.343	0	11.895	163260000	2	Q8TBC3	Q8TBC3	SH3KBP1-binding protein 1	SHKBP1	sp|Q8TBC3|SHKB1_HUMAN SH3KBP1-binding protein 1 OS=Homo sapiens GN=SHKBP1 PE=1 SV=2
1.5545E+08	1.3167E+08	1.6899E+08	1.2504E+08	1.5559E+08	1.5313E+08	1.3811E+08	1.433E+08	1.442E+08	1.5849E+08	1.5628E+08	1.5598E+08	1.6278E+08	1.723E+08	1.7762E+08	1.9095E+08	1.603E+08	1.6055E+08	1.7687E+08	1.6516E+08	1.6266E+08	1.5838E+08	1.9206E+08	1.5448E+08				21	21	21	54	54	54	51.852	0	133.71	6763700000	120	Q8TBC4	Q8TBC4	NEDD8-activating enzyme E1 catalytic subunit	UBA3	sp|Q8TBC4|UBA3_HUMAN NEDD8-activating enzyme E1 catalytic subunit OS=Homo sapiens GN=UBA3 PE=1 SV=2
3698000	0	0	3571500	4942600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				3	3	3	12.4	12.4	12.4	46.421	0.00016021	3.9711	90621000	3	Q8TBE7	Q8TBE7	Solute carrier family 35 member G2	SLC35G2	sp|Q8TBE7|S35G2_HUMAN Solute carrier family 35 member G2 OS=Homo sapiens GN=SLC35G2 PE=1 SV=3
1.3897E+07	1.9483E+07	9637400	1.0303E+07	1.1539E+07	1.4582E+07	6741900	1.7436E+07	0	0	1.1449E+07	9752500	0	1.6023E+07	1.3524E+07	2.4217E+07	2.3515E+07	2.8519E+07	2.0509E+07	1.5909E+07	3.0613E+07	1952400	0	1.7403E+07				1	1	1	9.6	9.6	9.6	21.222	0	25.975	583100000	7	Q8TBF2	Q8TBF2	Prostamide/prostaglandin F synthase	FAM213B	sp|Q8TBF2|PGFS_HUMAN Prostamide/prostaglandin F synthase OS=Homo sapiens GN=FAM213B PE=1 SV=1
0	0	0	0	0	3026200	0	0	4242700	0	0	0	0	0	1.1369E+07	1.5976E+07	4817600	0	0	0	0	0	0	0				5	5	5	39.6	39.6	39.6	24.591	0	323.31	77164000	2	Q8TBF4	Q8TBF4	Zinc finger CCHC-type and RNA-binding motif-containing protein 1	ZCRB1	sp|Q8TBF4|ZCRB1_HUMAN Zinc finger CCHC-type and RNA-binding motif-containing protein 1 OS=Homo sapiens GN=ZCRB1 PE=1 SV=2
0	2951200	4069100	3083200	2630000	0	0	0	0	1653400	0	0	0	0	0	1620800	0	0	0	0	0	0	0	0				1	1	1	7.8	7.8	7.8	20.966	0.0073614	1.8667	24360000	1	Q8TBK6	Q8TBK6	Zinc finger CCHC domain-containing protein 10	ZCCHC10	sp|Q8TBK6|ZCH10_HUMAN Zinc finger CCHC domain-containing protein 10 OS=Homo sapiens GN=ZCCHC10 PE=1 SV=1
3430900	2196700	3778100	3902200	5575600	2488600	2681600	2108300	1758200	3033600	3197900	1984100	2047900	2068900	2027200	1134100	1237900	1244000	2275500	1001200	0	1363300	0	1020500				1	1	1	2.6	2.6	2.6	42.515	0.0042416	2.0719	89252000	10	Q8TBM8	Q8TBM8	DnaJ homolog subfamily B member 14	DNAJB14	sp|Q8TBM8|DJB14_HUMAN DnaJ homolog subfamily B member 14 OS=Homo sapiens GN=DNAJB14 PE=1 SV=1
5455300	3779500	5564900	4134300	6517800	4763200	3494900	3651900	3424300	6206400	4391100	2978500	2937400	0	3953700	0	5375100	3983500	4331100	7799600	4512600	4224200	4263300	4202200				2	2	2	6.2	6.2	6.2	38.124	0.0074939	1.8454	171720000	3	Q8TBP6	Q8TBP6	Solute carrier family 25 member 40	SLC25A40	sp|Q8TBP6|S2540_HUMAN Solute carrier family 25 member 40 OS=Homo sapiens GN=SLC25A40 PE=1 SV=1
0	0	0	0	0	4428600	1.5821E+07	5502800	0	5110400	6373400	1.233E+07	5175200	1.1333E+07	1.3796E+07	4020100	0	4062500	6634500	0	3059300	3853200	2477500	0				2	2	2	27.8	27.8	27.8	8.0598	0.00031314	3.4168	200100000	12	Q8TBQ9	Q8TBQ9	Protein kish-A	TMEM167A	sp|Q8TBQ9|KISHA_HUMAN Protein kish-A OS=Homo sapiens GN=TMEM167A PE=1 SV=1
6.367E+07	5.9656E+07	5.3555E+07	5.9695E+07	5.5689E+07	4.4063E+07	4.6292E+07	4.758E+07	3.5766E+07	4.0595E+07	4.9578E+07	4.7575E+07	4.667E+07	4.9895E+07	5.2943E+07	3.4471E+07	4.0155E+07	3.6887E+07	3.5432E+07	4.2622E+07	4.3582E+07	5.5249E+07	5.0579E+07	5.5877E+07				8	8	8	20.4	20.4	20.4	47.299	0	60.19	2018200000	83	Q8TBX8	Q8TBX8	Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma	PIP4K2C	sp|Q8TBX8|PI42C_HUMAN Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma OS=Homo sapiens GN=PIP4K2C PE=1 SV=3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				4	4	4	6.9	6.9	6.9	62.892	0	31.421	0	0	Q8TBZ3	Q8TBZ3	WD repeat-containing protein 20	WDR20	sp|Q8TBZ3|WDR20_HUMAN WD repeat-containing protein 20 OS=Homo sapiens GN=WDR20 PE=1 SV=2
0	0	0	0	0	2.1742E+07	0	2854800	2.5316E+07	2.2289E+07	1.9168E+07	2.9675E+07	1.7489E+07	1.7402E+07	1.2045E+07	2.6461E+07	2.0775E+07	1.0906E+07	1.0549E+07	2.0926E+07	1.1725E+07	1.7841E+07	1.4554E+07	1.1442E+07				3	3	3	5.5	5.5	5.5	80.734	0.0077687	1.8267	502620000	1	Q8TC05	Q8TC05	Nuclear protein MDM1	MDM1	sp|Q8TC05|MDM1_HUMAN Nuclear protein MDM1 OS=Homo sapiens GN=MDM1 PE=1 SV=2
8.2179E+07	9.7813E+07	9.994E+07	9.2099E+07	8.9533E+07	7.436E+07	6.2487E+07	6.7311E+07	8.5235E+07	7.615E+07	7.5719E+07	6.6906E+07	7.3764E+07	6.41E+07	6.1848E+07	7.4717E+07	8.2814E+07	7.214E+07	7.2292E+07	8.7798E+07	5.6828E+07	7.2637E+07	7.1385E+07	7.6492E+07				21	21	21	32.6	32.6	32.6	79.49	0	133.94	3263500000	89	Q8TC07	Q8TC07	TBC1 domain family member 15	TBC1D15	sp|Q8TC07|TBC15_HUMAN TBC1 domain family member 15 OS=Homo sapiens GN=TBC1D15 PE=1 SV=2
9.59E+07	6.8495E+07	8.3604E+07	7.2826E+07	9.0068E+07	4.6683E+07	3.9922E+07	3.7985E+07	3.943E+07	4.4769E+07	6.4089E+07	5.1148E+07	5.5658E+07	5.7419E+07	5.6812E+07	4.5053E+07	3.8567E+07	3.6794E+07	3.3506E+07	4.1275E+07	4.5526E+07	3.8555E+07	4.464E+07	3.1077E+07				7	7	7	27.4	27.4	27.4	35.386	0	24.925	2148900000	70	Q8TC12;H0YIZ8	Q8TC12;H0YIZ8	Retinol dehydrogenase 11	RDH11	sp|Q8TC12|RDH11_HUMAN Retinol dehydrogenase 11 OS=Homo sapiens GN=RDH11 PE=1 SV=2;tr|H0YIZ8|H0YIZ8_HUMAN Uncharacterized protein (Fragment) OS=Homo sapiens PE=4 SV=1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	1	3.9	3.9	3.9	59.371	0.00031817	3.7571	0	0	Q8TC41	Q8TC41	Probable E3 ubiquitin-protein ligase RNF217	RNF217	sp|Q8TC41|RN217_HUMAN Probable E3 ubiquitin-protein ligase RNF217 OS=Homo sapiens GN=RNF217 PE=2 SV=4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				3	3	3	8.4	8.4	8.4	40.727	0	10.806	0	0	Q8TC76	Q8TC76	Protein FAM110B	FAM110B	sp|Q8TC76|F110B_HUMAN Protein FAM110B OS=Homo sapiens GN=FAM110B PE=1 SV=1
2.0599E+07	2.3013E+07	1.9384E+07	2.2096E+07	2.208E+07	1.9741E+07	1.235E+07	1.6246E+07	1.6905E+07	1.2479E+07	2.0243E+07	2.0207E+07	2.3312E+07	2.6786E+07	2.3874E+07	1.7995E+07	1.3936E+07	1.8403E+07	1.1658E+07	1.8537E+07	2.1316E+07	2.1482E+07	2.5139E+07	2.0561E+07				6	6	6	29.3	29.3	29.3	20.509	0	18.772	806240000	27	Q8TCA0	Q8TCA0	Leucine-rich repeat-containing protein 20	LRRC20	sp|Q8TCA0|LRC20_HUMAN Leucine-rich repeat-containing protein 20 OS=Homo sapiens GN=LRRC20 PE=1 SV=1
6.2259E+07	6.8855E+07	8.4688E+07	6.1633E+07	7.4707E+07	5.8613E+07	5.7143E+07	5.7207E+07	6.8805E+07	6.3644E+07	7.1588E+07	8.3844E+07	7.6553E+07	6.4655E+07	5.8437E+07	5.4789E+07	5.431E+07	4.2454E+07	4.8923E+07	5.5224E+07	4.8479E+07	5.4626E+07	7.708E+07	5.8447E+07				5	5	5	32.3	32.3	32.3	18.546	0	32.325	2652300000	96	Q8TCC3	Q8TCC3	39S ribosomal protein L30, mitochondrial	MRPL30	sp|Q8TCC3|RM30_HUMAN 39S ribosomal protein L30, mitochondrial OS=Homo sapiens GN=MRPL30 PE=1 SV=1
7218900	9010200	2.4761E+07	7088900	1.1371E+07	1.3874E+07	2.5217E+07	3.0922E+07	1.3945E+07	1.6529E+07	1.5071E+07	1.9187E+07	1.484E+07	3.5987E+07	1.7646E+07	0	2.2166E+07	2.3277E+07	2.0725E+07	1.1922E+07	2.0522E+07	1.3284E+07	2.4923E+07	2.1731E+07				6	6	6	39.3	39.3	39.3	23.382	0	12.278	755410000	19	Q8TCD5	Q8TCD5	5(3)-deoxyribonucleotidase, cytosolic type	NT5C	sp|Q8TCD5|NT5C_HUMAN 5(3)-deoxyribonucleotidase, cytosolic type OS=Homo sapiens GN=NT5C PE=1 SV=2
1.9925E+07	1.5293E+07	2.2393E+07	2.3948E+07	1.7277E+07	3.4258E+07	2.6849E+07	2.9236E+07	1.3752E+07	2.5552E+07	3.1303E+07	2.9388E+07	2.8058E+07	4.0555E+07	4.2268E+07	3.1995E+07	3.8653E+07	3.4572E+07	2.9281E+07	1.2407E+07	3.4542E+07	3.3603E+07	2.0484E+07	3.1731E+07				4	4	4	15.7	15.7	15.7	40.513	0	20.007	1177200000	19	Q8TCE6;Q6NSW5	Q8TCE6;Q6NSW5	Protein FAM45A;Protein FAM45B	FAM45A;FAM45B	sp|Q8TCE6|FA45A_HUMAN Protein FAM45A OS=Homo sapiens GN=FAM45A PE=2 SV=1;sp|Q6NSW5|FA45B_HUMAN Putative protein FAM45B OS=Homo sapiens GN=FAM45BP PE=5 SV=1
7605500	9645100	1.4228E+07	5382000	2.0164E+07	1.4472E+07	1.485E+07	2.4822E+07	1.439E+07	2.3676E+07	2.0539E+07	2.3825E+07	3.5633E+07	2.5621E+07	1.3941E+07	2.3523E+07	2.1654E+07	2.8903E+07	1.6598E+07	2.8912E+07	2.6279E+07	3.2789E+07	2.6933E+07	1.4333E+07				7	7	7	30.2	30.2	30.2	30.787	0	16.343	795790000	20	Q8TCF1	Q8TCF1	AN1-type zinc finger protein 1	ZFAND1	sp|Q8TCF1|ZFAN1_HUMAN AN1-type zinc finger protein 1 OS=Homo sapiens GN=ZFAND1 PE=1 SV=1
6.5112E+07	7.227E+07	5.7876E+07	6.4523E+07	8.7463E+07	1.7843E+08	1.613E+08	1.581E+08	1.4898E+08	1.4243E+08	1.2642E+08	1.4192E+08	1.2282E+08	1.2147E+08	1.3781E+08	1.5204E+08	1.752E+08	1.4437E+08	1.5916E+08	1.4438E+08	1.0099E+08	1.3988E+08	1.1024E+08	1.3745E+08				25	25	25	30.7	30.7	30.7	102.18	0	33.551	5442200000	70	Q8TCG1	Q8TCG1	Protein CIP2A	KIAA1524	sp|Q8TCG1|CIP2A_HUMAN Protein CIP2A OS=Homo sapiens GN=KIAA1524 PE=1 SV=2
0	0	0	1.4372E+07	3365400	1334100	2917600	0	0	0	0	0	6616200	3305800	4509600	2582000	2960200	0	0	0	0	7165500	5196300	0				3	3	3	10.8	10.8	10.8	54.744	0	12.828	75098000	1	Q8TCG2;G5E9Z4	Q8TCG2;G5E9Z4	Phosphatidylinositol 4-kinase type 2-beta	PI4K2B	sp|Q8TCG2|P4K2B_HUMAN Phosphatidylinositol 4-kinase type 2-beta OS=Homo sapiens GN=PI4K2B PE=1 SV=1;tr|G5E9Z4|G5E9Z4_HUMAN Phosphatidylinositol 4-kinase type 2-beta OS=Homo sapiens GN=PI4K2B PE=4 SV=1
8.4132E+07	5.8962E+07	4.0125E+07	6.6282E+07	6.5251E+07	4.993E+07	6.9966E+07	6.7065E+07	5.5793E+07	7.1784E+07	6.6003E+07	7.0833E+07	6.2341E+07	6.5387E+07	7.1589E+07	3.9221E+07	5.2619E+07	6.2744E+07	6.2117E+07	5.7816E+07	5.9043E+07	5.9722E+07	4.3947E+07	7.1297E+07				13	13	13	14.2	14.2	14.2	93.673	0	239.08	2642100000	83	Q8TCJ2	Q8TCJ2	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B	STT3B	sp|Q8TCJ2|STT3B_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B OS=Homo sapiens GN=STT3B PE=1 SV=1
6.9818E+08	6.5556E+08	6.3509E+08	6.3684E+08	6.9631E+08	5.2001E+08	5.0318E+08	5.1025E+08	5.6563E+08	4.7258E+08	6.6437E+08	6.3447E+08	6.5637E+08	6.5568E+08	6.13E+08	5.5603E+08	4.9204E+08	5.0264E+08	4.703E+08	4.2869E+08	5.9063E+08	5.6145E+08	6.0403E+08	6.0637E+08				39	39	39	52.4	52.4	52.4	85.95	0	298.76	24391000000	441	Q8TCS8	Q8TCS8	Polyribonucleotide nucleotidyltransferase 1, mitochondrial	PNPT1	sp|Q8TCS8|PNPT1_HUMAN Polyribonucleotide nucleotidyltransferase 1, mitochondrial OS=Homo sapiens GN=PNPT1 PE=1 SV=2
1.2683E+07	7057900	0	1.5082E+07	7680700	1.3599E+07	1.9628E+07	2.5061E+07	1.9932E+07	1.1358E+07	0	1.3552E+07	1.527E+07	1.0304E+07	1.313E+07	2135300	0	0	1.3519E+07	0	7347600	1.0412E+07	8432900	1.4864E+07				1	1	1	2.7	2.7	2.7	58.143	0.00016077	4.1012	448760000	15	Q8TCT8	Q8TCT8	Signal peptide peptidase-like 2A	SPPL2A	sp|Q8TCT8|SPP2A_HUMAN Signal peptide peptidase-like 2A OS=Homo sapiens GN=SPPL2A PE=1 SV=2
4.53E+07	3.6028E+07	7.5614E+07	4.5453E+07	4.2494E+07	5.5501E+07	6.423E+07	4.9731E+07	4.4356E+07	4.5082E+07	4.416E+07	4.5351E+07	5.5697E+07	4.2862E+07	6.9293E+07	2.3788E+07	2.689E+07	2.7289E+07	3.3665E+07	7343800	3.7894E+07	3.8225E+07	4.2288E+07	2.4191E+07				7	7	7	17.8	17.8	17.8	41.488	0	24.558	1806800000	57	Q8TCT9	Q8TCT9	Minor histocompatibility antigen H13	HM13	sp|Q8TCT9|HM13_HUMAN Minor histocompatibility antigen H13 OS=Homo sapiens GN=HM13 PE=1 SV=1
0	0	3.5932E+07	2.4319E+07	0	2.7953E+07	0	0	0	6.7678E+07	9.8026E+07	1.8268E+07	0	0	0	0	0	0	0	0	8926900	7.0404E+07	6561600	5.5881E+07				3	3	3	1.5	1.5	1.5	460.96	0.0032655	2.3227	641910000	11	Q8TCU4	Q8TCU4	Alstrom syndrome protein 1	ALMS1	sp|Q8TCU4|ALMS1_HUMAN Alstrom syndrome protein 1 OS=Homo sapiens GN=ALMS1 PE=1 SV=3
0	2130700	3311700	0	0	2.0754E+07	1.7223E+07	2.1345E+07	2.095E+07	1.8871E+07	1.0595E+07	9481100	1.1977E+07	9632700	7363900	1.144E+07	0	9595200	8153900	0	5145800	0	0	3500400				2	2	2	1.5	1.5	1.5	186.2	0.0079057	1.8113	328100000	5	Q8TCU6	Q8TCU6	Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 1 protein	PREX1	sp|Q8TCU6|PREX1_HUMAN Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 1 protein OS=Homo sapiens GN=PREX1 PE=1 SV=3
6434100	5144100	8019800	3284000	4423100	7363100	7512200	0	0	5786700	7371700	8994700	1.0011E+07	6234100	9885700	8281600	7573000	3186700	4605500	6530000	0	6712400	4894500	5148100				3	3	3	13.4	13.4	13.4	27.986	0	18.415	230770000	10	Q8TCZ2	Q8TCZ2	CD99 antigen-like protein 2	CD99L2	sp|Q8TCZ2|C99L2_HUMAN CD99 antigen-like protein 2 OS=Homo sapiens GN=CD99L2 PE=1 SV=1
8.4489E+07	1.0833E+08	1.1753E+08	9.2241E+07	9.6474E+07	1.1591E+08	1.0591E+08	1.0851E+08	7.2394E+07	9.7681E+07	1.1154E+08	9.7678E+07	1.0005E+08	1.0093E+08	9.5938E+07	1.3944E+08	1.7925E+08	1.2961E+08	1.2493E+08	1.6395E+08	1.0937E+08	1.3482E+08	1.3084E+08	1.1317E+08				32	32	30	48.5	48.5	45.6	93.532	0	298.94	4781800000	149	Q8TD16	Q8TD16	Protein bicaudal D homolog 2	BICD2	sp|Q8TD16|BICD2_HUMAN Protein bicaudal D homolog 2 OS=Homo sapiens GN=BICD2 PE=1 SV=1
7.2069E+07	7.1065E+07	6.3337E+07	6.2661E+07	5.6637E+07	6.0673E+07	5.8775E+07	4.1945E+07	3.4622E+07	4.3653E+07	6.7441E+07	7.325E+07	6.3603E+07	7.3405E+07	8.59E+07	3.7106E+07	2.9986E+07	3.3769E+07	4.5437E+07	4.7995E+07	5.1561E+07	5.4331E+07	5.0531E+07	4.7179E+07				18	18	18	26.6	26.6	26.6	107.17	0	61.891	2319400000	82	Q8TD19	Q8TD19	Serine/threonine-protein kinase Nek9	NEK9	sp|Q8TD19|NEK9_HUMAN Serine/threonine-protein kinase Nek9 OS=Homo sapiens GN=NEK9 PE=1 SV=2
1.3285E+08	1.3324E+08	1.0643E+08	1.2703E+08	1.3333E+08	9.0046E+07	9.3557E+07	1.1281E+08	1.3421E+08	9.4412E+07	1.3841E+08	1.1575E+08	1.099E+08	1.2971E+08	1.2008E+08	1.3957E+08	1.5436E+08	1.4308E+08	1.486E+08	1.0681E+08	2.47E+08	2.2542E+08	2.0269E+08	2.4402E+08				19	19	19	45.9	45.9	45.9	57.903	0	133.32	5779100000	136	Q8TD30;P24298	Q8TD30	Alanine aminotransferase 2	GPT2	sp|Q8TD30|ALAT2_HUMAN Alanine aminotransferase 2 OS=Homo sapiens GN=GPT2 PE=1 SV=1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8586E+07	0	6.517E+07	0	0	4127800	0				3	3	3	9.8	9.8	9.8	53.349	0	8.0333	158490000	2	Q8TD55;C9J4A7	Q8TD55	Pleckstrin homology domain-containing family O member 2	PLEKHO2	sp|Q8TD55|PKHO2_HUMAN Pleckstrin homology domain-containing family O member 2 OS=Homo sapiens GN=PLEKHO2 PE=1 SV=1
8.8959E+07	5.7731E+07	4.6075E+07	6.0183E+07	5.6873E+07	6.8585E+07	6.0036E+07	5.3678E+07	5.4879E+07	5.2238E+07	6.074E+07	7.81E+07	6.4214E+07	7.2085E+07	5.6325E+07	1.1523E+07	3.8538E+07	5.299E+07	3.7302E+07	1.5359E+07	6.1294E+07	6.3353E+07	8.64E+07	7.5949E+07				21	21	21	32.7	32.7	32.7	83.553	0	68.407	2377400000	71	Q8TDB6	Q8TDB6	E3 ubiquitin-protein ligase DTX3L	DTX3L	sp|Q8TDB6|DTX3L_HUMAN E3 ubiquitin-protein ligase DTX3L OS=Homo sapiens GN=DTX3L PE=1 SV=1
6.2247E+07	6.1206E+07	5.643E+07	6.5161E+07	5.5444E+07	4.8457E+07	6.0403E+07	4.7981E+07	3.8844E+07	4.5914E+07	4.8257E+07	4.427E+07	3.1118E+07	5.74E+07	4.6978E+07	5.413E+07	4.674E+07	4.4072E+07	5.2486E+07	5.9039E+07	5.3277E+07	4.99E+07	4.6246E+07	5.5221E+07				19	19	19	23.3	23.3	23.3	98.594	0	323.31	2175700000	68	Q8TDD1	Q8TDD1	ATP-dependent RNA helicase DDX54	DDX54	sp|Q8TDD1|DDX54_HUMAN ATP-dependent RNA helicase DDX54 OS=Homo sapiens GN=DDX54 PE=1 SV=2
